HDP ID,Project number,Active status,Archive date,Study name,Year Awarded,Registered,Clinical Trials ID,SLMD completion %,Repository selection,Data link(s) submitted,VLMD submitted - Data Dictionary,VLMD submitted - CDE,HEAL Research Program,NIH RePORTER link,Study PIs,DOI Identifier
HDP00411,1U19AR076725-01,archived,2024-03-25T13:24:13.203285,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral phenotypes",2019,Yes,,80.8,,,No,No,,https://reporter.nih.gov/project-details/9897963,Gwendolyn A Sowa,
HDP00412,1U19AR076725-01,archived,2024-09-24T14:27:15.291089,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral Phenotypes",2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9897969,Sara R. Piva,
HDP00413,1PL1HD101059-01,archived,2024-02-08T14:17:42.017867,Cincinnati Outcomes of Babies with Opioid Exposure (OBOE),2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9901877,Brenda  Poindexter,
HDP00414,1U19AR076725-01,archived,2024-09-24T14:27:11.808829,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral phenotypes",2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9897966,Kevin M Bell,
HDP00415,1U19AR076725-01,archived,2024-07-05T13:43:03.608895,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral phenotypes",2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9897968,Charity G Patterson (Moore),
HDP00416,1PL1HD101059-01,archived,2024-02-08T14:17:38.514329,Administrative Core - Outcomes of Babies with Opioid Exposure (OBOE),2019,Yes,NCT04149509,7.7,,,No,No,,https://reporter.nih.gov/project-details/9901875,Jamie Elizabeth Newman,
HDP00417,1PL1HD101059-01,archived,2024-02-08T14:17:42.592341,UAB Outcomes of Babies with Opioid Exposure (OBOE study),2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9901879,Namasivayam  Ambalavanan,
HDP00418,1U2CDA050098-01,archived,2024-10-29T14:09:37.653119,Administrative Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9882806,John  Schneider,
HDP00419,1U2CDA050098-01,archived,2024-10-29T14:09:31.634251,Data Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9882807,ROBERT L. GROSSMAN,
HDP00420,1U2CDA050098-01,archived,2025-09-04T16:12:18.439495,Survey Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9882808,Luc  Anselin,
HDP00421,1U2CDA050098-01,archived,2024-10-29T14:09:41.298848,Methods Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9882809,John  Schneider,
HDP00422,1U19NS126038-01,live,,Site-directed RNA editing of Nav1.7 as a novel analgesic,2021,Yes,,71.2,Figshare,,No,No,Development and Optimization of Non-Addictive Therapies to Treat Pain,https://reporter.nih.gov/project-details/10398386,"GREGORY O DUSSOR, Sulayman D Dib-Hajj, Eli  Eisenberg, JOSHUA J.C. ROSENTHAL, Lakshmi Bangalore",10.60490/HDP00422
HDP00423,1U19NS126038-01,archived,2023-10-31T12:45:31.623783,Development and Validation of Animal Models and/or Outcome Measures,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10398390,JOSHUA J.C. ROSENTHAL,
HDP00424,1U19NS126038-01,archived,2023-10-31T12:45:32.177704,Discovery and/or Validation of Pharmacodynamic Markers,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10398392,Sulayman D Dib-Hajj,
HDP00425,1U19NS126038-01,archived,2023-10-31T12:45:32.782562,Data Management Core,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10398388,Lakshmi  Bangalore,
HDP00426,1U19NS126038-01,archived,2023-10-31T12:45:33.312630,"Assay Development, Screening and Early Optimization",2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10398391,JOSHUA J.C. ROSENTHAL,
HDP00427,1U19NS126038-01,archived,2023-10-31T12:45:33.881800,Administrative Core,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10398387,JOSHUA J.C. ROSENTHAL,
HDP00428,1U19NS126038-01,archived,2023-10-31T12:45:34.436126,Resource Core,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10398389,Eli  Eisenberg,
HDP00429,1U19AR076734-01,live,,University of Michigan BACPAC Mechanistic Research Center,2019,Yes,NCT04870957,80.8,Vivli,,Yes,Yes,Back Pain Consortium Research Program,https://reporter.nih.gov/project-details/9898106,"Daniel J Clauw, Afton L Hassett",10.60490/HDP00429
HDP00430,1U19AR076734-01,archived,2024-03-25T13:24:13.837997,Research Project,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898108,Daniel J Clauw,
HDP00431,1U19AR076734-01,archived,2024-09-24T14:27:14.849704,Behavioral Phenoptying Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898110,David A Williams,
HDP00432,1U19AR076734-01,archived,2024-09-24T14:27:11.433777,Informatics Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898111,Alexander  Tsodikov,
HDP00433,1U19AR076734-01,archived,2024-09-24T14:27:12.261798,Neurobiological Phenotyping Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898109,RICHARD E HARRIS,
HDP00434,1U19AR076734-01,archived,2024-09-24T14:27:11.053032,Clinical Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898112,Afton L Hassett,
HDP00435,1U2CDA050097-01,live,,Implementation and Translation Research Project Core,2019,Yes,,7.7,"JCOIN, NAHDAP",,No,No,,https://reporter.nih.gov/project-details/9882832,Faye S Taxman,
HDP00436,1U2CDA050097-01,archived,2024-10-29T14:09:38.436395,Admin - Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9882829,Faye S Taxman,
HDP00437,1U2CDA050097-01,archived,2024-10-29T14:09:38.814708,Research Education Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9882833,Danielle  Rudes,
HDP00438,1U2CDA050097-01,archived,2024-10-29T14:09:34.780349,Rapid Response and Pilot Research Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9882830,REBEKAH K HERSCH,
HDP00439,1U2CDA050097-01,archived,2024-10-29T14:09:32.028236,Dissemination and Stakeholder Engagement Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9882831,Pamela F. Rodriguez,
HDP00440,1U19AR076737-01,archived,2024-09-24T14:27:08.293516,Physical Function/Biomechanics Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898136,Jeannie Fern Bailey,
HDP00441,1U19AR076737-01,archived,2024-09-24T14:27:13.578003,Pathophysiology Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898137,Roland  Krug,
HDP00442,1U19AR076737-01,archived,2024-09-24T14:27:10.581668,Informatics Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898138,Dexter D Hadley,
HDP00443,1U19AR076737-01,archived,2024-09-24T14:27:10.187606,Clinical Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898139,Conor  O'Neill,
HDP00444,1U19AR076737-01,archived,2024-09-24T14:27:09.757596,Administrative Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898133,JEFFREY C. LOTZ,
HDP00445,1U19AR076737-01,archived,2024-09-24T14:27:14.376941,Optimization and Validation of tools and algorithms that enable personalized care for patients with Chronic Low Back Pain,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898134,JEFFREY C. LOTZ,
HDP00446,1U19AR076737-01,archived,2024-09-24T14:27:08.676116,Bio-Behavioral Core,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9898135,WOLF E MEHLING,
HDP00447,2R44DA050397-02,live,,Development of cannabinoid-opioid combination with opioid sparing and synergistic analgesic effects to prevent opioid use disorder and overdose.,2021,Yes,,7.7,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10391263,Marisa  Briones,
HDP00448,2R44DA041912-03,live,,"Completion of IND-package for a novel, non-narcotic painkiller",2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9621873,Ajay S Yekkirala,
HDP00449,2R44DA044062-02,live,,LEVERAGING PREDICTIVE ANALYTICS WITHIN SOCIAL NETWORKS TO MAXIMIZE DRUG ANDALCOHOL TREATMENT EFFICACY AND RELAPSE PREVENTION,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9681118,Christopher Neil Pesce,
HDP00450,2R44DA049300-02,live,,Prapela SVS: A cost-effective stochastic vibrotactile stimulation device toimprove the clinical course of infants with neonatal abstinence syndrome.,2021,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10259507,"John Phillip Konsin, Rachana  Singh",
HDP00451,2R44NS115460-02,live,,Drug Free Nerve Block Device for the Relief of Pain and Symptoms in Migraines and other Headaches,2021,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10386456,"Stephen  Popielarski, Hsiangkuo  Yuan",
HDP00452,2R44DA045410-02,live,,Peripherally-Restricted Long-Acting Somatostatin Receptor 4 (LA-SSTR4) Agonists for Pain,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9845846,Pierre  Riviere,
HDP00453,2R44DA050360-02,live,,Delivering Transcutaneous Auricular Neurostimulation as an Adjunct Treatment for Neonatal Opioid Withdrawal Syndrome,2021,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10390149,"DOROTHEA DENISE JENKINS, Navid  Khodaparast",
HDP00454,2R44DA043288-02,live,,Mindfulness Mobile App to Reduce Adolescent Substance Use,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9778453,DANA K SMITH,
HDP00455,2R44DA050349-02,live,,Development of a Novel Chemokine Receptor Antagonist as a Treatment for Opioid Use Disorder,2021,Yes,,59.6,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10385311,Michael R Ruff,10.60490/HDP00455
HDP00456,2R44DA043325-02,live,,Sensitive and Portable Physician Office-Based Urine Analyzer to Tackle Prescription Drug Abuse,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9778341,MICHAEL JOHN HEFFERNAN,
HDP00457,3UG1DA013034-20S2,archived,2024-08-06T11:36:08.591092,Clinical Trials Network: Mid-Atlantic Integrated Care Research Collaborative,2019,No,,11.5,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9882603,"GEORGE  BIGELOW, ROBERT P SCHWARTZ",
HDP00458,3R01MH112138-05S1,live,,Evaluating opioids and suicide prevention in  health care settings through the System of Safety,2020,No,NCT03104504,11.5,,,No,No,Optimizing Care for People with Opioid Use Disorder and Mental Health Conditions,https://reporter.nih.gov/project-details/10156633,"Edwin D Boudreaux, CATARINA I. KIEFE",
HDP00459,3UG1DA013727-20S5,archived,2024-08-06T11:35:59.048259,Southern Consortium Node of the Clinical Trials Network,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9990159,"KATHLEEN T. BRADY, Matthew J Carpenter",
HDP00460,3U10HD036801-21S1,live,,Data Coord Ctr-NICHD Cooperative Multicenter Maternal Medicine Units Research Net,2019,Yes,NCT04296396,96.2,NICHD DASH,,No,No,Pain Management Effectiveness Research Network,https://reporter.nih.gov/project-details/9998189,Rebecca Gersnoviez Clifton,10.60490/HDP00460
HDP00461,3UH3DA050235-02S1,archived,2025-01-28T12:11:50.216255,Development and Implementation of a Culturally Centered Opioid Prevention Intervention for American Indian/Alaska Native Young Adults in California,2020,No,,11.5,,,No,No,Preventing Opioid Use Disorder,https://reporter.nih.gov/project-details/10224983,"ELIZABETH J. D'AMICO, Daniel Lee Dickerson",
HDP00462,3UG1DA013714-17S3,archived,2024-08-06T11:36:06.196834,Clinical Trials Network: Pacific Northwest Node,2019,No,,11.5,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9806827,"DENNIS Michael DONOVAN, Mary Akiko Hatch",
HDP00463,3UG3DA044830-02S1,live,,Drug Injection Surveillance and Care Enhancement for Rural Northern New England (DISCERNNE),2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9752189,Peter D Friedmann,
HDP00464,3UH3AT009763-04S1,live,,Nonpharmacologic Pain Management for Lumbar Surgery,2020,Yes,,78.8,ICPSR,,Yes,Yes,,https://reporter.nih.gov/project-details/10127813,"Julie M Fritz, Daniel  Rhon",10.60490/HDP00464
HDP00465,3UG3DA050325-02S1,live,,Use of a GLP-1 Agonist to Treat Opioid Use Disorder in Rats and Man,2020,No,,11.5,,,No,No,Sleep Dysfunction as a Core Feature of Opioid Use Disorder and Recovery,https://reporter.nih.gov/project-details/10178740,"SCOTT C BUNCE, Patricia Sue Grigson",
HDP00466,3U01HL117664-05S2,live,,Cannabinoid-based therapy and approaches to quantify pain in sickle cell disease,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9771125,Kalpna  Gupta,
HDP00467,3K23DA045085-01S1,live,,Collaborative Care Office-Based Opioid Treatment for Adolescents and Young Adults,2019,No,,11.5,Harvard Dataverse,,No,No,Preventing Opioid Use Disorder,https://reporter.nih.gov/project-details/9852791,Scott Evan Hadland,
HDP00468,3UG3DA047682-02S1,archived,2024-12-11T15:23:26.121062,PF614 MPAR Abuse Deterrent opioid prodrug with overdose protection: Pre-Clinical Development and Phase 1 Clinical Trial,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9787703,Lynn  Kirkpatrick,
HDP00469,3R01NS102432-02S1,live,,AIBP and regulation of neuropathic pain,2019,No,,11.5,,,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/9816541,"Yury  Miller, TONY L. YAKSH",
HDP00470,3R01NS098826-02S1,live,,Protease Activated Receptor Type 2 Targeting for Migraine Pain,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9761676,"Scott  Boitano, GREGORY O DUSSOR, Theodore J Price, JOSEF  VAGNER",
HDP00471,3U01DE027441-02S1,live,,De-Implementing Opioid Use and Implementing Optimal Pain Management Following Dental Extractions,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9775669,"Shannon Gwin Mitchell, D. Brad Rindal",
HDP00472,3R44DA044053-02S1,live,,Development and Evaluation of Video-Based Directly Observed Therapy for Office-Based Treatment of Opioid Use Disorders with Buprenorphine,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9849933,"Sebastian  Seiguer, Judith  Tsui",
HDP00473,3R01DA042859-02S1,live,,oPIOIDS: Prevention of Iatrogenic Opioid Dependence after Surgery,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9693455,"Chad M Brummett, Jennifer Filip Waljee",
HDP00474,3UF1MH121954-01S1,archived,2025-10-09T13:38:02.706844,Improving Access and Treatment for Co-occurring Opioid Use Disorders and Mental Illness,2020,Yes,NCT04634279,46.2,NIMH Data Archive,,No,No,Optimizing Care for People with Opioid Use Disorder and Mental Health Conditions,https://reporter.nih.gov/project-details/10140834,"Miriam  Komaromy, Katherine E Watkins",
HDP00475,3UG1DA015831-17S6,archived,2024-08-06T11:36:15.523234,The National Drug Abuse Treatment Clinical Trials Network,2019,No,,11.5,,,No,No,Prevention of Progression to Moderate or Severe Opioid Use Disorder,https://reporter.nih.gov/project-details/9916202,"KATHLEEN M. CARROLL, Roger D. Weiss",
HDP00476,3R37DA047926-02S1,live,,Evaluation of an optimized intervention to prevent early substance use among American Indian youth: Examination of expanded impacts on youth and parents,2020,Yes,NCT04222556,78.8,,,Yes,No,Preventing Opioid Use Disorder,https://reporter.nih.gov/project-details/10224964,NANCY Rumbaugh WHITESELL,10.60490/HDP00476
HDP00477,3UG1DA040317-05S3,archived,2024-08-06T11:36:10.035272,Mid Southern Primary Care Networks Node,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9968898,Li-Tzy  Wu,
HDP00478,3S06GM128073-02S1,live,,Native American Research Centers For Health (NARCH X),2019,No,,11.5,,,No,No,Preventing Opioid Use Disorder,https://reporter.nih.gov/project-details/9913806,DANIEL J. CALAC,
HDP00479,3UG3DA047711-02S1,live,,Phase 1a/1b Clinical Trials of Multivalent Opioid Vaccine Components,2019,No,,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/9993692,"SANDRA D COMER, Marco  Pravetoni",
HDP00480,3U01DK123813-01S1,archived,2024-03-28T15:24:10.630359,UPENN Scientific and Data Research Center for the HOPE Consortium to Reduce Pain and Opioid Use in Hemodialysis,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10087991,"Laura M Dember, JOHN T FARRAR, KYLE Matthew KAMPMAN, J Richard Landis",
HDP00481,3U01DK123812-01S1,archived,2024-05-14T10:52:08.666006,Creating a multi-level intervention to reduce stigma for buprenorphine use for individuals with End Stage Kidney Disease (ESKD) and Chronic Pain,2020,No,,11.5,,,No,No,Integrated Approach to Pain and Opioid Use in Hemodialysis Patients,https://reporter.nih.gov/project-details/10175416,"Manisha  Jhamb, JANE M LIEBSCHUTZ, JENNIFER L. STEEL, Jonathan G Yabes",
HDP00482,3R37DA020686-13S1,live,,Role for Tas2Rs in opioid addiction,2020,No,,11.5,,,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/10177030,Paul J. Kenny,
HDP00483,3UG1DA015815-20S2,archived,2024-08-06T11:35:51.557474,Western States Node of the National Drug Abuse Treatment Clinical Trials Network,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10379702,"Keith N. Humphreys, Philip Todd Korthuis",
